icao_code,iata_code,name,city,country_code
SMDA,DRJ,Drietabbetje Airport,Drietabbetje,SR
SMDO,LDO,Ladouanie Airport,Aurora,SR
SMGH,,Godo Holo Airstrip,Pikienkondre of Miranda,SR
SMJP,PBM,Johan Adolf Pengel International Airport,Paramaribo,SR
SMMO,MOJ,Moengo Airstrip,Moengo,SR
SMNI,ICK,Nieuw Nickerie - Major Henk Fernandes Airport,Nieuw Nickerie,SR
SMPA,OEM,Vincent Fayks Airport,Paloemeu,SR
SMST,SMZ,Stoelmanseiland Airport,Stoelmanseiland,SR
SMTA,,Tabiki Airstrip,Benzdorp,SR
SMTP,KCB,Tepoe Airstrip,Kasikasima,SR
SMWA,AGI,Wageningen Airstrip,Wageningen,SR
SMWS,WSO,Washabo Airport,Washabo,SR
SMZO,ORG,Zorg en Hoop Airport,Paramaribo,SR
SNAI,,Fazenda Nossa Senhora das Graças Airport,Jateí,BR
SNAL,APQ,Arapiraca Airport,Arapiraca,BR
SNAR,AMJ,Cirilo Queiróz Airport,Almenara,BR
SNBC,BDC,Barra do Corda Airport,Barra do Corda,BR
SNBL,,Fazenda Agropecuária Camargos Airstrip,Unaí,BR
SNBR,BRA,Dom Ricardo Weberberger Airport,Barreiras,BR
SNBS,BSS,Balsas Airport,Balsas,BR
SNBX,BQQ,Barra Airport,Barra,BR
SNCP,EEA,Planalto Serrano Regional Airport,Correia Pinto,BR
SNDC,RDC,Redenção Airport,Redenção,BR
SNDT,DTI,Diamantina Airport,Diamantina,BR
SNDV,DIQ,Brigadeiro Cabral Airport,Divinópolis,BR
SNEB,JPE,Nagib Demachki Airport,Paragominas,BR
SNED,CNV,Sócrates Rezende Airport,Canavieiras,BR
SWFD,,Fazenda Dom Felipe Airport,Ponta Porã,BR
SNFX,SXX,São Félix do Xingu Airport,São Félix do Xingu,BR
SNGA,GUZ,Guarapari Airport,Guarapari,BR
SNGD,GDP,Guadalupe Airport,Guadalupe,BR
SNGI,GNM,Guanambi Airport,Guanambi,BR
SNGM,,Fazenda Epemaju Airstrip,São Félix do Xingu,BR
SNGN,QGP,Garanhuns Airport,Garanhuns,BR
SNHS,SET,Santa Magalhães Airport,Serra Talhada,BR
SNIC,IRE,Irecê Airport,Irecê,BR
SNIU,IPU,Ipiaú Airport,Ipiaú,BR
SNJB,JCM,Jacobina Airport,Jacobina,BR
SNJD,,Fazenda Jardim,Chapadão do Céu,BR
SNJK,JEQ,Jequié Airport,Jequié,BR
SNJN,JNA,Januária Airport,Januária,BR
SNJR,JDR,Prefeito Octávio de Almeida Neves Airport,São João Del Rei,BR
SNKE,,Fazenda São Francisco Airstrip,Morada Nova de Minas,BR
SNKI,CDI,Cachoeiro do Itapemirim - Raimundo de Andrade Airport,Cachoeiro do Itapemirim,BR
SNLB,,Fazenda Magdalena Airstrip,Lábrea,BR
SNLO,SSO,São Lourenço Airport,São Lourenço,BR
SNMA,MTE,Monte Alegre Airport,Monte Alegre,BR
SNMU,MVS,Mucuri Airport,Mucuri,BR
SNMX,SBJ,São Mateus - Ernesto Bonomo Airport,São Mateus,BR
SNMZ,PTQ,Porto de Moz Airport,Porto de Moz,BR
SNNU,NNU,Nanuque Airport,Nanuque,BR
SNOU,FEJ,Feijó Airport,Feijó,BR
SNOX,ORX,Oriximiná Airport,Oriximiná,BR
SNPC,PCS,Picos Airport,Picos,BR
SNPD,POJ,Patos de Minas Airport,Patos de Minas,BR
SDGX,,Morro de São Paulo Airport,Cairu,BR
SNPX,PIV,Pirapora Airport,Pirapora,BR
SNQG,FLB,Cangapara Airport,Floriano,BR
SNRD,PDF,Prado Airport,Prado,BR
SNRU,CAU,Caruaru Airport,Caruaru,BR
SNSM,OPP,Salinópolis Airport,Salinópolis,BR
SNTF,TXF,9 de Maio - Teixeira de Freitas Airport,Teixeira de Freitas,BR
SNTI,OBI,Óbidos Municipal Airport,Óbidos,BR
SNTO,TFL,Juscelino Kubitscheck Airport,Teófilo Otoni,BR
SNVB,VAL,Valença Airport,Valença,BR
SNVS,BVS,Breves Airport,Breves,BR
SNWC,CMC,Camocim - Pinto Martins Airport,Camocim,BR
SNYA,GGF,Almeirim Airport,Almeirim,BR
SNYE,PHI,Pinheiro Airport,Pinheiro,BR
SNZA,PPY,Pouso Alegre Airport,Pouso Alegre,BR
SNZR,PYT,Pedro Rabelo de Souza Airport,Paracatu,BR
SNZW,ITE,Ituberá Airport,Ituberá,BR
HCBA,,Hafun Airstrip,Hafun,SO
HCBG,,Hafun Old Base Airstrip,Hafun,SO
SOCA,CAY,Cayenne – Félix Eboué Airport,Matoury,GF
SOGS,GSI,Grand-Santi Airport,Grand-Santi,GF
SOOA,MPY,Maripasoula Airport,Maripasoula,GF
SOOG,OYP,Saint-Georges-de-l'Oyapock Airport,Saint-Georges-de-l'Oyapock,GF
SOOM,LDX,Saint-Laurent-du-Maroni Airport,Saint-Laurent-du-Maroni,GF
SOOR,REI,Régina Airport,Régina,GF
SOOS,XAU,Saül Airport,Saül,GF
SPAR,ALD,Alerta Airport,Fortaleza,PE
SPAY,AYX,Teniente General Gerardo Pérez Pinedo Airport,Atalaya,PE
SPBB,MBP,Moyobamba Airport,Moyobamba,PE
SPBL,,Bolognesi Airport,Bolognesi,PE
SPBR,IBP,Iberia Airport,Iberia,PE
SPCL,PCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,PE
SPDR,TDP,Trompeteros Airport,Corrientes,PE
SPEO,CHM,FAP Lieutenant Jaime Andres de Montreuil Morales Airport,Chimbote,PE
SPGL,CGL,Chagual Airport,Chagual Airport,PE
SPGM,TGI,Tingo Maria Airport,Tingo Maria,PE
SPHI,CIX,Capitán FAP José A. Quiñones González International Airport,Chiclayo,PE
SPHO,AYP,Air Force Colonel Alfredo Mendivil Duarte Airport,Ayacucho,PE
SPHY,ANS,Andahuaylas Airport,Andahuaylas,PE
SPHZ,ATA,Comandante FAP German Arias Graziani Airport,Anta,PE
SPIL,UMI,Quincemil Air Base,Quince Mil,PE
SPJC,LIM,Jorge Chávez International Airport,Lima,PE
SPJA,RIJ,Juan Simons Vela Airport,Rioja,PE
SPJE,JAE,Shumba Airport,Jaén,PE
SPJI,JJI,Juanjui Airport,Juanjuí,PE
SPJJ,JAU,Francisco Carle Airport,Jauja,PE
SPJL,JUL,Inca Manco Capac International Airport,Juliaca,PE
SPJN,SJA,San Juan de Marcona Airport,San Juan de Marcona,PE
SPJR,CJA,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,PE
SPLN,RIM,San Nicolas Airport,Rodriguez de Mendoza,PE
SPLO,ILQ,General Jorge Fernandez Maldon Airport,Ilo,PE
SPME,TBP,Captain Pedro Canga Rodríguez International Airport,Tumbes,PE
SPMF,MZA,Mayor PNP Nancy Flores Paucar Airport,Mazamari,PE
SPMS,YMS,Moises Benzaquen Rengifo Airport,Yurimaguas,PE
SPNC,HUU,Alferez Fap David Figueroa Fernandini Airport,Huánuco,PE
SPOA,SQU,Saposoa Airport,Plaza Saposoa,PE
SPPO,,Pozuzo Airport,Pozuzo,PE
SPPY,CHH,Chachapoyas Airport,Chachapoyas,PE
SPQT,IQT,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,PE
SPQU,AQP,Rodríguez Ballón International Airport,Arequipa,PE
SPRU,TRU,Capitán FAP Carlos Martínez de Pinillos International Airport,Trujillo,PE
SPSO,PIO,Captain Renán Elías Olivera International Airport,Pisco,PE
SPST,TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,PE
SPSY,SYC,Shiringayoc Airport,Shiringayoc,PE
SPTN,TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,PE
SPTU,PEM,Padre Aldamiz International Airport,Puerto Maldonado,PE
SPUR,PIU,PAF Captain Guillermo Concha Iberico International Airport,Piura,PE
SPYL,TYL,Captain Victor Montes Arias International Airport,Talara,PE
SPZA,NZC,Maria Reiche Neuman Airport,Nazca,PE
SPZO,CUZ,Alejandro Velasco Astete International Airport,Cusco,PE
SMEG,EAX,Eduard Alexander Gummels Airport,Kwatta,SR
SSAP,APU,Captain João Busse Airport,Apucarana,BR
SSBL,BNU,Blumenau Airport,Blumenau,BR
SSCK,CCI,Olavo Cecco Rigon Airport,Concórdia,BR
SSCL,CSS,Cassilândia Airport,Cassilândia,BR
SSCN,CEL,Canela Airport,Canela,BR
SSCP,CKO,Cornélio Procópio Airport,Cornélio Procópio,BR
SSCT,GGH,Engenheiro Gastão de Mesquita Filho Airport,Cianorte,BR
SSDO,,São Pedro Airport,Porto Seguro,BR
SSER,ERM,Erechim Airport,Erechim,BR
SSFB,FBE,Paulo Abdala Airport,Francisco Beltrão,BR
SSGY,GGJ,Guaíra Airport,Guaíra,BR
SSHZ,HRZ,Walter Bündchen Airport,Horizontina,BR
SSIJ,IJU,João Batista Bos Filho Airport,Ijuí,BR
SSIQ,ITQ,Itaqui Airport,Itaqui,BR
SSJA,JCB,Santa Terezinha Airport,Joaçaba,BR
SSKM,CBW,Campo Mourão Airport,Campo Mourão,BR
SSKW,OAL,Cacoal Airport,Cacoal,BR
SSLN,LOI,Helmuth Baungarten Airport,Lontras,BR
SSLT,ALQ,Alegrete Novo Airport,Alegrete,BR
SSOE,SQX,São Miguel do Oeste Hélio Wasum Airport,São Miguel do Oeste,BR
SSOG,APX,Arapongas Airport,Arapongas,BR
SSOU,AIR,Aripuanã Airport,Aripuanã,BR
SSPB,,Fazenda São José do Pontal Airport,Ribas do Rio Pardo,BR
SSPG,PNG,Paranaguá Airport,Paranaguá,BR
SSPI,PVI,Paranavaí Airport,Paranavaí,BR
SSPM,,Porto Murtinho Airport,Porto Murtinho,BR
SSPN,PBB,Paranaíba Airport,Paranaíba,BR
SSRU,SQY,São Lourenço do Sul Airport,São Lourenço Do Sul,BR
SSSC,CSU,Santa Cruz do Sul Airport,Santa Cruz do Sul,BR
SSUM,UMU,Orlando de Carvalho Airport,Umuarama,BR
SSUV,UVI,José Cleto Airport,União da Vitória,BR
SSVI,VIA,Videira Airport,Videira,BR
SSVP,,Fazenda São Joaquim Airstrip,Conceição da Barra,BR
SSXH,BMS,Sócrates Mariani Bittencourt Airport,Brumado,BR
SSYA,,Fazenda Tropical Airport,São Luiz do Norte,BR
SSZR,SRA,Luis Alberto Lehr Airport,Santa Rosa,BR
SSZW,,Usina Coruripe - Filial Limeira do Oeste Airport,Limeira Do Oeste,BR
SUAG,ATI,Artigas International Airport,Artigas,UY
SUBU,BUV,Placeres Airport,Bella Union,UY
SUCA,CYR,Colonia Laguna de Los Patos International Airport,Colonia del Sacramento,UY
SUDU,DZO,Santa Bernardina International Airport,Durazno,UY
SULS,PDP,Capitan Corbeta CA Curbelo International Airport,Punta del Este,UY
SUMO,MLZ,Cerro Largo International Airport,Melo,UY
SUMU,MVD,Carrasco General Cesáreo L. Berisso International Airport,Ciudad de la Costa,UY
SUPE,,El Jagüel / Punta del Este Airport,Maldonado,UY
SUPU,PDU,Tydeo Larre Borges Airport,Paysandú,UY
SURV,RVY,Pres. Gral. Óscar D. Gestido Binational Airport,Rivera/Santana do Livramento,UY
SUSO,STY,Nueva Hesperides International Airport,Salto,UY
SUTB,TAW,Tacuarembo Airport,Tacuarembo,UY
SUTR,TYT,Treinta y Tres Airport,Treinta y Tres,UY
SUVO,VCH,Vichadero Airport,Vichadero,UY
SVAC,AGV,Oswaldo Guevara Mujica Airport,Acarigua,VE
SVAN,AAO,Anaco Airport,Anaco,VE
SVAD,,Adícora Airport,Adícora,VE
SVAT,,San Fernando de Atabapo Airport,San Fernando de Atabapo,VE
SVAA,,Araya Airport,Araya Airport,VE
SVBC,BLA,General José Antonio Anzoategui International Airport,Barcelona,VE
SVBI,BNS,Barinas Airport,Barinas,VE
SVBM,BRM,Jacinto Lara International Airport,Barquisimeto,VE
SVBS,MYC,Escuela Mariscal Sucre Airport,Maracay,VE
SVCB,CBL,General Tomas de Heres Airport,Ciudad Bolivar,VE
SVCD,CXA,Caicara del Orinoco Airport,Caicara del Orinoco Airport,VE
SVUR,,Cuenca de Unare Airport,"Zaraza, Guárico",VE
SVCG,CUV,Casigua El Cubo Airport,Casigua El Cubo,VE
SVCL,CLZ,Calabozo Airport,Guarico,VE
SVCN,CAJ,Canaima Airport,Canaima,VE
SVCP,CUP,General Francisco Bermúdez Airport,Carúpano,VE
SVCR,CZE,José Leonardo Chirinos Airport,Coro,VE
SVCS,,Caracas Óscar Machado Zuloaga International Airport,Charallave,VE
SVJT,,Caujarito Airport,Caujarito Airport,VE
SVCU,CUM,Antonio José de Sucre Airport,Cumaná,VE
SVIT,,La Tortuga Punta Delgada Airport,Isla La Tortuga,VE
SVID,,Dos Mosquises Airport,Isla Los Roques,VE
SVDP,,Hato Divina Pastora Airstrip,Santa Elena de Uairén,VE
SVDS,,CODSA Airstrip,CODSA Airstrip,VE
SVPI,,Ciudad Piar Airport,Ciudad Piar,VE
SVPP,PPZ,Puerto Paez Airport,Puerto Paez,VE
SVED,EOR,El Dorado Airport,Bolivar,VE
SVQL,,El Jabillal Airport,El Jabillal Airport,VE
SVLL,,El Callao Airport,El Callao,VE
SVEZ,EOZ,Elorza Airport,Elorza Airport,VE
SVGD,GDO,Guasdualito Airport,Guasdualito,VE
SVGI,GUI,Guiria Airport,Guiria Airport,VE
SVGU,GUQ,Guanare Airport,Guanare,VE
SVHG,HGE,Higuerote Airport,Higuerote,VE
SVIC,ICA,Ikabaru Airport,Ikabarú,VE
SVIE,ICC,Andrés Miguel Salazar Marcano Airport,Isla de Coche,VE
SVJC,LSP,Josefa Camejo International Airport,Paraguaná,VE
SVJM,,San Juan de Los Morros Airport,San Juan de los Morros,VE
SVKA,KAV,Kavanayen Airport,Kavanayén,VE
SVKM,KTV,Kamarata Airport,Kamarata,VE
SVLF,LFR,La Fria Airport,La Fria Airport,VE
SVMC,MAR,La Chinita International Airport,Maracaibo,VE
SVMD,MRD,Alberto Carnevalli Airport,Mérida,VE
SVMG,PMV,Del Caribe Santiago Mariño International Airport,Isla Margarita,VE
SVMI,CCS,Maiquetía Simón Bolívar International Airport,Maiquetía,VE
SVMN,,Mene Grande Airport,Mene Grande,VE
SVMP,,Metropolitano International Airport,Ocumare del Tuy,VE
SVMT,MUN,José Tadeo Monagas International Airport,Maturín,VE
SVMA,,Maripa Airport,Maripa,VE
SVSN,,Sabaneta Airport,Sabaneta,VE
SVSM,,Santa Bárbara de Monagas Airport,Punta de Mata,VE
SVON,CBS,Oro Negro Airport,Cabimas,VE
SVPA,PYH,Cacique Aramare Airport,Puerto Ayacucho,VE
SVPC,PBL,General Bartolome Salom International Airport,Puerto Cabello,VE
SVPE,PDZ,Pedernales Airport,Capure,VE
SVPG,,Pariaguán Airport,Pariaguán,VE
SVPX,PPH,Paraitepuy Airstrip,Paraitepuy de Ikabarú,VE
SVPM,SCI,Paramillo Airport,San Cristóbal,VE
SVLP,,Luepa Airport,Luepa,VE
SVPR,PZO,General Manuel Carlos Piar International Airport,Guyana City,VE
SVPT,PTM,Palmarito Airport,Palmarito,VE
SVGA,,La Paragua Airport,La Paragua,VE
SVTO,,Tocomita Airport,Gurí,VE
SVRB,,Cumarebo Airport,Tocópero,VE
SVRD,,El Remanso del Cinaruco Pedroc Airport,Coco de Mono,VE
SVQT,,El Terrón Airport,El Terrón Airport,VE
SVRS,LRV,Los Roques Airport,Gran Roque Island,VE
SVSA,SVZ,Juan Vicente Gómez International Airport,San Antonio del Tachira,VE
SVSB,SBB,Santa Bárbara de Barinas Airport,Santa Bárbara,VE
SVSE,SNV,Santa Elena de Uairén Airport,Santa Elena de Uairén,VE
SVSO,STD,Mayor Buenaventura Vivas International Airport,Santo Domingo,VE
SVSP,SNF,Sub Teniente Nestor Arias Airport,San Felipe,VE
SVSR,SFD,San Fernando de Apure Las Flecheras National Airport,San Fernando de Apure,VE
SVST,SOM,San Tomé Airport,El Tigre,VE
SVSZ,STB,Miguel Urdaneta Fernández Airport,San Carlos del Zulia,VE
SVTC,TUV,Tucupita Airport,Tucupita,VE
SVAB,,Antabare Airport,Campamento  Arekuna,VE
SVLC,,La Centella Airport,La Centella Airport,VE
SVTM,TMO,Tumeremo Airport,Tumeremo Airport,VE
SVTN,,Turen Airport,Turen Airport,VE
SVMY,,Mayupa Airport,Mayupa Airport,VE
SVUM,URM,Uriman Airport,Urimán,VE
SVUP,,Upata Airport,Upata,VE
SVUQ,WOK,Uon Quen Airport,Uonquén,VE
SVUY,,Uruyen Airport,Uruyen Airport,VE
SVVA,VLN,Arturo Michelena International Airport,Valencia,VE
SVVG,VIG,Juan Pablo Pérez Alfonso Airport,El Vigía,VE
SVVL,VLV,Dr. Antonio Nicolás Briceño Airport,Valera,VE
SVVP,VDP,Valle de La Pascua Airport,Valle de La Pascua Airport,VE
SVWX,,El Recreo Airport,El Recreo Airport,VE
SVXU,,La Guacamaya Airport,La Hoyda,VE
SWBC,BAZ,Barcelos Airport,Barcelos,BR
SWBG,LCB,André Antônio Maggi Airport,Pontes e Lacerda,BR
SWBR,RBB,Borba Airport,Borba,BR
SWCA,CAF,Carauari Airport,Carauari,BR
SWCQ,CQS,Costa Marques Airport,Costa Marques,BR
SWDM,DMT,Diamantino Airport,Diamantino,BR
SWDN,DNO,Dianópolis Airport,Dianópolis,BR
SWEI,ERN,Eirunepé Airport,Eirunepé,BR
SWEK,CQA,Canarana Airport,Canarana,BR
SWFX,SXO,São Félix do Araguaia Airport,São Félix Do Araguaia,BR
SWGI,GRP,Gurupi Airport,Gurupi,BR
SWGN,AUX,Araguaína Airport,Araguaína,BR
SWGT,,Fazenda Nova Airport,Jandaia,BR
SWHP,GGB,Frederico Carlos Müller Airport,Água Boa,BR
SWHT,HUW,Humaitá Airport,Humaitá,BR
SWII,IPG,Ipiranga Airport,Santo Antônio do Içá,BR
SWIY,IDO,Santa Izabel do Morro Airport,Cristalândia,BR
SWJI,,Fazenda Maringá Airport,Baixa Grande do Ribeiro,BR
SWJN,JIA,Juína Airport,Juína,BR
SWJU,,Fazenda Mundo Novo Airport,Dueré,BR
SWJW,JTI,Jataí Airport,Jataí,BR
SWKC,CCX,Cáceres Airport,Cáceres,BR
SWKO,CIZ,Danilson Municipal Airport,Coari,BR
SWKT,TLZ,Catalão Airport,Catalão,BR
SWLB,LBR,Lábrea Airport,Lábrea,BR
SWLC,RVD,General Leite de Castro Airport,Rio Verde,BR
SWMW,MBZ,Maués Airport,Maués,BR
SWNA,NVP,Novo Aripuanã Airport,Novo Aripuanã,BR
SWNK,BCR,Novo Campo Airport,Boca do Acre,BR
SWNQ,NQL,Niquelândia Airport,Niquelândia,BR
SWNS,APS,Anápolis Airport,Anápolis,BR
SWOB,FBA,Fonte Boa Airport,Fonte Boa,BR
SWPI,PIN,Parintins Airport,Parintins,BR
SWPM,PBQ,Pimenta Bueno Airport,Pimenta Bueno,BR
SWPQ,PBX,Fazenda Piraguassu Airport,Porto Alegre do Norte,BR
SWRA,,Fazenda Bela Vista Airport,Nova Monte Verde,BR
SWRD,,Chácara Rondoagro Airport,Alto Garças,BR
SWSI,,Pousada Amazônia Fishing Lodge Airstrip,Jacareacanga,BR
SWSN,,Fazenda São Valentim Airport,Pontes e Lacerda,BR
SWTP,IRZ,Tapuruquara Airport,Santa Isabel do Rio Negro,BR
SWTS,TGQ,Tangará da Serra Airport,Tangará da Serra,BR
SWTU,AZL,Fazenda Tucunaré Airport,Sapezal,BR
SWUA,SQM,São Miguel do Araguaia Airport,São Miguel do Araguaia,BR
SWVC,VLP,Vila Rica Airport,Vila Rica,BR
SWXM,MBK,Orlando Villas Boas Regional Airport,Matupá,BR
SWXV,NOK,Xavantina Airport,Nova Xavantina,BR
SYAG,,Anna Regina Airport,Anna Regina,GY
SYAH,AHL,Aishalton Airport,Aishalton,GY
SYAL,,Albion Airport,Albion,GY
SYAN,NAI,Annai Airport,Annai,GY
SYAP,,Apoteri Airport,Apoteri,GY
SYAW,,Awaruwaunau Airport,Awaruwaunau,GY
SYBG,,Baganara Airport.,Banagara Island,GY
SYBL,,Blairmont Airport,Blairmont,GY
SYBR,BMJ,Baramita Airport,Baramita,GY
SYBT,GFO,Bartica A Airport,Bartica,GY
SYCJ,GEO,Cheddi Jagan International Airport,Georgetown,GY
SYEC,OGL,Eugene F. Correia International Airport,Ogle,GY
SYIB,IMB,Imbaimadai Airport,Imbaimadai,GY
SYKA,KAI,Kaieteur Airport,Kaieteur Falls,GY
SYKE,,Kwebana Airport,Kwebana Airport,GY
SYKK,,Kurukabaru Airport,Kurukabaru,GY
SYKM,KAR,Kamarang Airport,Kamarang,GY
SYKR,KRM,Karanambo Airport,Karanambo,GY
SYKS,KRG,Karasabai Airport,Karasabai,GY
SYKT,KTO,Kato Airport,Kato,GY
SYKW,,Kwakwani Airport,Kwakwani,GY
SYKZ,KKG,Konawaruk Airport,Konawaruk,GY
SYLP,LUB,Lumid Pau Airport,Lumid Pau,GY
SYLT,LTM,Lethem Airport,Lethem,GY
SYMB,USI,Mabaruma Airport,Mabaruma,GY
SYMD,MHA,Mahdia Airport,Mahdia,GY
SYMK,VEG,Maikwak Airport,Maikwak,GY
SYMM,MYM,Monkey Mountain Airport,Monkey Mountain,GY
SYMR,MWJ,Matthews Ridge Airport,Matthews Ridge,GY
SYMW,,Marurawana Airport,Marurawana,GY
SYOR,ORJ,Orinduik Airport,Orinduik,GY
SYPK,PKM,Port Kaituma Airport,Port Kaituma,GY
SYPM,PMT,Paramakatoi Airport,Paramakatoi,GY
SYPR,PRR,Paruima Airport,Paruima,GY
SYSC,SDC,Sand Creek Airport,Sand Creek,GY
SYSK,SKM,Skeldon Airport,Skeldon,GY
SYTW,,Tassawani Airport,Tassawani Airport,GY
SYVB,,Von Better Airport,Von Better Airport,GY
SYYS,,Yakishuru Airport,Yakishuru Airport,GY
TAPA,ANU,V. C. Bird International Airport,Osbourn,AG
TAPT,,Coco Point Lodge Airstrip,Coco Point,AG
TBPB,BGI,Grantley Adams International Airport,Bridgetown,BB
PPCT,TCT,Takotna Airport,Takotna,US
TDCF,DCF,Canefield Airport,Canefield,DM
TDPD,DOM,Douglas-Charles Airport,Marigot,DM
TFFA,DSD,La Désirade Airport,Grande Anse,GP
TFFB,BBR,Basse-Terre Baillif Airport,Basse-Terre,GP
TFFC,SFC,St-François Airport,St-François,GP
TFFF,FDF,Martinique Aimé Césaire International Airport,Fort-de-France,MQ
TFFG,SFG,Grand Case-l'Espérance Airport,Grand Case,MF
TFFJ,SBH,St. Jean Airport,Gustavia,BL
TFFM,GBJ,Marie-Galante Airport,Grand-Bourg,GP
TFFR,PTP,Maryse Condé International Airport,Pointe-à-Pitre,GP
TFFS,LSS,Terre-de-Haut Airport,Les Saintes,GP
TGPY,GND,Maurice Bishop International Airport,Saint George's,GD
TGPZ,CRU,Lauriston Airport,Carriacou Island,GD
VTBC,,Chanthaburi Airstrip,Khao Wua,TH
VTCM,,Ban Thi Airport,Ban Thi,TH
TIST,STT,Cyril E. King Airport,Charlotte Amalie,VI
TISX,STX,Henry E. Rohlsen Airport,Christiansted,VI
TJAB,ARE,Antonio Nery Juarbe Pol Airport,Arecibo,PR
TJBQ,BQN,Rafael Hernández International Airport,Aguadilla,PR
TJCP,CPX,Benjamin Rivera Noriega Airport,Culebra,PR
TJIG,SIG,Fernando Luis Ribas Dominicci Airport,San Juan,PR
TJMZ,MAZ,Eugenio Maria De Hostos Airport,Mayaguez,PR
TJPS,PSE,Mercedita International Airport,Ponce,PR
TJRV,NRR,José Aponte de la Torre Airport,Ceiba,PR
TJSJ,SJU,Luis Munoz Marin International Airport,San Juan,PR
TJVQ,VQS,Antonio Rivera Rodriguez Airport,Vieques,PR
TKPK,SKB,Robert L. Bradshaw International Airport,Basseterre,KN
TKPN,NEV,Vance W. Amory International Airport,Charlestown,KN
TLPC,SLU,George F. L. Charles Airport,Castries,LC
TLPL,UVF,Hewanorra International Airport,Vieux Fort,LC
UTAN,BKN,Balkanabat International Airport,Balkanabat,TM
TNCA,AUA,Queen Beatrix International Airport,Oranjestad,AW
TNCB,BON,Flamingo International Airport,Kralendijk,BQ
TNCC,CUR,Hato International Airport,Willemstad,CW
TNCE,EUX,F. D. Roosevelt Airport,Oranjestad,BQ
TNCM,SXM,Princess Juliana International Airport,Sint Maarten,SX
TNCS,SAB,Juancho E. Yrausquin Airport,Zion's Hill,BQ
TQPF,AXA,Clayton J. Lloyd International Airport,The Valley,AI
LTON,,Samsun / Ondokuz Mayis Airport,İstiklal,TR
TRPG,MNI,John A. Osborne Airport,Gerald's Park,MS
TTCP,TAB,A.N.R. Robinson International Airport,Scarborough,TT
TTPP,POS,Piarco International Airport,Port of Spain,TT
TUPA,NGD,Captain Auguste George Airport,Anegada,VG
TUPJ,EIS,Terrance B. Lettsome International Airport,Beef Island,VG
TUPW,VIJ,Virgin Gorda Airport,Spanish Town,VG
TVSA,SVD,Argyle International Airport,Kingstown,VC
TVSB,BQU,J F Mitchell Airport,Bequia,VC
TVSC,CIW,Canouan Airport,Canouan,VC
TVSM,MQS,Mustique Airport,Lovell,VC
TVSU,UNI,Union Island International Airport,Union Island,VC
ZWTS,TWC,Tumxuk Tangwangcheng Airport,Tumxuk,CN
